1---“八一”六十载---亲 
2---“七一”直抵花城---库 
3---“十三大”，改革之会，团结之会---奉 
4---“十一”双方皆怀念---喜 
5---“文昭关”选段---音 
6---“五一”厂里放影片---彦 
7---“五一”前夕何宽松---衙 
8---“西出阳关无故人”---笙 
9---“小”字加一撇，不作“少”字猜---赤 
10---《人生》上下集---佧 
11---20-2---槎 
12---３＋８---秸 
13---７８．３---柒 
14---阿里山小吃---饴 
15---爱将余热献光明---熹 
16---爱心几度付流水---沉 
17---爱心寄与笔底情---写 
18---爱友别离又相聚---受 
19---安敢裙钗换男装---宁 
20---安危抛脑后---脆 
21---安下心来读书---今 
22---安心度日---宴 
23---安心平凡工作---恐 
24---安心只为翻了身---总 
25---安阳风光---京 
26---安阳会子---鼹 
27---安阳即景---京 
28---俺大人不在---电 
29---岸---滂 
30---八尺龙头---咫 
31---八尺龙须---荨 
32---八达岭---兵 
33---八方归心---总 
34---八方援助受灾人---熔 
35---八方支援前线---织 
36---八哥---兑 
37---八哥的传说---言 
38---八哥偏心---悦 
39---八哥守门---阅 
40---八哥学舌---说 
41---八卦山之春---根 
42---八角楼旁水相连---淞 
43---八戒大怒---氦 
44---八戒行者随长老---狮 
45---八九不离十---杂 
46---八九不离十---杂 
47---八九点钟的太阳---晨 
48---八君子---羌 
49---八骏随天子---玛 
50---八连战士---丘 
51---八千里峰峦横隔，三十年心系故乡---秉 憧 
52---八千子弟兵---翠 
53---八千子弟兵---翠 
54---八声甘州---箫 
55---八十八---米 
56---八兄弟同赏月　　 ---脱 
3558---有一点机会　　 ---杭 
3559---有一点虚荣心　　 ---宅 
3560---有一颗爱国之心　　 ---宝 
3561---有意贵阳市上去　　 ---恐 
3562---有意无意两相离　　 ---有 
3563---有意隐藏　　 ---慝 
3564---有勇者出力　　 ---俑 
3565---有月当去高台游　　 ---右 
3566---又出举人　　 ---摊 
3567---又到村里　　 ---树 
3568---又到淮中　　 ---滩 
3569---又到日落时　　 ---对 
3570---又到银行取钱　　 ---艰 
3571---又到周末　　 ---叹 
3572---又得浮生半日闲　　 ---叹 
3573---又得两个五分　　 ---对 
3574---又逢国庆　　 ---圣 
3575---又逢老子上　　 ---聂 
3576---又逢三春　　 ---桑 
3577---又见伯劳向东来　　 ---鸡 
3578---又见船厂面貌改　　 ---磐 
3579---又见炊烟升起　　 ---欢 
3580---又见蝴蝶飞　　 ---变 
3581---又见平桥留指爪　　 ---受 
3582---又见孙仲谋　　 ---木 
3583---又见西峰月影中　　 ---崩 
3584---又见新月挂枝头　　 ---条 
3585---又见月影满西楼　　 ---棚 
3586---又进一球　　 ---叉 
3587---又进一言气倍生　　 ---燮 
3588---又来洞庭畔，卧看明月落　　 ---漫 
3589---又离鸡西　　 ---鸟 
3590---又上尖端　　 ---叔 
3591---又是不出头　　 ---林 
3592---又是一年芳草绿　　 ---馥 
3593---又遂心又顺耳　　 ---慑 
3594---又问鸿江行　　 ---鸡 
3595---又扎一针　　 ---铎 
3596---又扎一针　　 ---铎 
3597---右邻左舍关系好　　 ---郑 
3598---右邻左舍关系好　　 ---郑 
3599---于今国内换新颜　　 ---玲 
3600---鱼肚　　 ---田 
3601---渔村半隐山欲睡　　 ---浔 
3602---虞美人　　 ---姑 
3603---与道气相和　　 ---讽 
3604---与酒仙结契　　 ---皎 
3605---与君别后泪痕在　　 ---汪 
3606---与君二人同日生　　 ---替 
3607---与君共话《红楼梦》　　 ---碧 
3608---与君离别意　　 ---玢 
3609---与君离别意　　 ---煌 
3610---与君同心偕白头　　 ---惶 
3611---与客道早安　　 ---谭 
3612---与人方便　　 ---更 
3613---与人方便莫打更　　 ---哽 
3614---与人解围　　 ---伟 
3615---雨　　 ---池 
3616---雨点纷飞连续雨　　 ---霈 
3617---玉镜悬空离地远　　 ---膏 
3618---玉楼月落雨偏至　　 ---沪 
3619---玉盘珍馐值万钱　　 ---馈 
3620---玉人枕上留残粉　　 ---楼 
3621---玉兔集　　 ---肺 
3622---玉兔迎春　　 ---柳 
3623---育才有方　　 ---团 
3624---狱中　　 ---言 
3625---欲话无言听流水　　 ---活 
3626---欲诉无言　　 ---斥 
3627---冤枉　　 ---倔 
3628---元旦出世　　 ---腥 
3629---元宵前后共团圆　　 ---期 
3630---元夜须待除夕后　　 ---黟 
3631---元月廿一日　　 ---腊 
3632---远树横斜山倒影　　 ---带 
3633---远树两行山倒影 轻舟一叶水平流　　 ---慧 
3634---曰南北，曰西东　　 ---计 
3635---月傍九霄多　　 ---肤 
3636---月到十三变了样　　 ---那 
3637---月挂柳梢竹影疏　　 ---彩 
3638---月光半露风鞋边　　 ---霸 
3639---月光如水映环山　　 ---渭 
3640---月落潮生雁阵来　　 ---瀚 
3641---月落鸟啼　　 ---鹃 
3642---月落乌啼　　 ---鹃 
3643---月满西楼角　　 ---腰 
3644---月满西楼尚半轮　　 ---屡 
3645---月如钩　　 ---甩 
3646---月上始见残花影　　 ---背 
3647---月上枝头杜鹃鸣　　 ---棚 
3648---月上枝头杜鹃啼　　 ---棚 
3649---月移花影上瑶台　　 ---能 
3650---月有阴晴圆缺　　 ---胚 
3651---月照城头鸟半飞　　 ---肥 
3652---月照溪边叶影斜　　 ---湖 
3653---月照枕边双泪垂　　 ---潸 
3654---岳父　　 ---仗 
3655---阅读欣赏　　 ---敦 
3656---跃上高峰夺标回　　 ---檩 
3657---云傍马头生　　 ---许 
3658---云峰缺处涌冰轮　　 ---县 
3659---云楼半开雁阵疏　　 ---松 
3660---云南大旱　　 ---真 
3661---云破日月倚西楼　　 ---私 
3662---云破月初吐　　 ---弘 
3663---云破月来花影碎　　 ---能 
3664---云下雁阵横残影　　 ---参 
3665---云想衣裳　　 ---袭 
3666---云遮斜月马临崖　　 ---谣 
3667---运破月来花弄影　　 ---能 
3668---运销海外　　 ---咄 
3669---灾后重要的是摆脱困境　　 ---焚 
3670---再　　 ---变 
3671---再度辞君倍错误　　 ---网 
3672---再见　　 ---扮 
3673---再进一点上海服装　　 ---神 
3674---再三差错　　 ---交 
3675---再三开口要美酒　　 ---滴 
3676---再有二日寒冬尽　　 ---大 
3677---再有三日就是春　　 ---人 
3678---在厂里过日子　　 ---厚 
3679---在地愿为连理枝　　 ---棵 
3680---在改革中立功　　 ---勤 
3681---在三国之后，在西晋之初　　 ---一 
3682---在水一方独垂钓　　 ---河 
3683---在银幕后面　　 ---版 
3684---早晨玉兔自西斜　　 ---胆 
3685---早日腾飞　　 ---十 
3686---早日腾飞　　 ---十 
3687---早日腾飞建四化　　 ---克 
3688---早上多云　　 ---县 
3689---早上好　　 ---晏 
3690---早上埋头抓复习　　 ---塌 
3691---早上五时来属早　　 ---晨 
3692---早上一别心长悬　　 ---悼 
3693---早退　　 ---选 
3694---则必有我师　　 ---众 
3695---宅前细雨灯花落　　 ---泞 
3696---砦门重映残边月　　 ---翩 
3697---沾水就活　　 ---舌 
3698---斩草不除根　　 ---早 
3699---斩草除根　　 ---旦 
3700---斩草除根　　 ---日 
3701---展翼飞羽共随去　　 ---田 
3702---张省长抽空下基层　　 ---穹 
3703---长安一片月　　 ---胀 
3704---长流夜郎得赦还　　 ---扳 
3705---长期住院　　 ---疚 
3706---掌　　 ---挛 
3707---丈夫生有四方志　　 ---力 
3708---丈夫心中只有我　　 ---溆 
3709---丈夫在我左右　　 ---溆 
3710---丈夫者志在四方　　 ---饕，思 
3711---招手不见走来　　 ---超 
3712---昭君离日挂泪痕　　 ---沼 
3713---找到一半　　 ---划 
3714---召之即来　　 ---迢 
3715---这回改革天下安　　 ---咽 
3716---这一张　　 ---题 
3717---真丢人　　 ---直 
3718---真心相伴　　 ---慎 
3719---真心相处　　 ---慎 
3720---枕畔泪分流　　 ---湘 
3721---枕畔泪分流　　 ---湘 
3722---争先恐后　　 ---急 
3723---争先使用　　 ---角 
3724---征稿　　 ---救 
3725---正逢残花瓣瓣落　　 ---毕 
3726---正合丝纶钓渭滨　　 ---沔 
3727---正是天边日落时　　 ---寺 
3728---正是为了后代　　 ---武 
3729---正要去上边要人　　 ---企 
3730---正月初一了　　 ---肯 
3731---正月少初一　　 ---肯 
3732---之子于归兮，一去不返　　 ---辽 
3733---只把春来报　　 ---梏 
3734---只采取一半　　 ---楫 
3735---只差点点　　 ---口 
3736---只差两点到黄昏　　 ---名 
3737---只道此歌天上有　　 ---曹 
3738---只道二郎来江左　　 ---潜 
3739---只可上下排列　　 ---哥 
3740---只识弯弓射大雕　　 ---鸢 
3741---只说不竞现　　 ---识 
3742---只言难得心血疑　　 ---谧 
3743---只言双亲人不在　　 ---辩 
3744---只要有一人，就要干下去　　 ---全 
3745---只缘身在此山中　　 ---个 
3746---只缘一一是相思　　 ---豆 
3747---枝节纵横　　 ---权 
3748---枝头累累　　 ---夥 
3749---枝头眉月鸣鸟飞　　 ---和 
3750---直达蛇口　　 ---邑 
3751---直上浮云间　　 ---去 
3752---直下上海　　 ---由 
3753---直追前人　　 ---个 
3754---值钱全靠这两点　　 ---金 
3755---植树造林　　 ---堡 
3756---致癌食品　　 ---疝 
3757---中东之行　　 ---杜 
3758---中东之行　　 ---杜 
3759---中国领先进一球　　 ---玲 
3760---中间一长一短，上下大小各别　　 ---奈 
3761---中箭虎　　 ---蚕 
3762---中秋节　　 ---和 
3763---中日合作　　 ---哗 
3764---中西合璧　　 ---铧 
3765---中心一点口不见　　 ---卜 
3766---仲春别后犹挂念　　 ---蒯 
3767---众　　 ---侈 
3768---众目共睹　　 ---笕 
3769---重　　 ---远 
3770---重点支援大西北　　 ---头 
3771---重逢　　 ---观 
3772---重阳日　　 ---晶 
3773---舟轻不觉入鸥群　　 ---巡 
3774---周末　　 ---口 
3775---周末灯谜　　 ---唬 
3776---周末前夕　　 ---名 
3777---周围山色隐画里　　 ---田 
3778---朱雀桥边野草花　　 ---莺 
3779---珠宝商　　 ---赎 
3780---诸葛如何胜群儒　　 ---聒 
3781---诸葛著作已失传　　 ---谒 
3782---猪年国庆　　 ---垓 
3783---猪年交上桃花运　　 ---骇 
3784---猪跑了　　 ---逐 
3785---竹暗不能日　　 ---笠 
3786---竹丛深处藏叶尖　　 ---噬 
3787---竹杆撑舟浪里行　　 ---必 
3788---竹高草低秋波里　　 ---算 
3789---竹花影纵横　　 ---筚 
3790---竹篱深处有人家　　 ---篇 
3791---竹林深深留僧处　　 ---筹 
3792---竹落方之叶，月斜恰半林　　 ---彩 
3793---竹木搭桥　　 ---策 
3794---竹下一寸土　　 ---等 
3795---竹叶纷纷落裙边　　 ---衫 
3796---竹叶柳丝入画中　　 ---畛 
3797---竹叶影疏一节横　　 ---丝 
3798---竹荫双燕逐残红　　 ---筮 
3799---竹影半楼低　　 ---篓 
3800---竹影临门明月光　　 ---简 
3801---竹影轻点半江风　　 ---筑 
3802---竹子连根　　 ---笨 
3803---主动求和改缺点　　 ---程 
3804---主动一点　　 ---玉 
3805---主见差一点　　 ---现 
3806---主上变态母后来　　 ---毒 
3807---助人为乐　　 ---竺 
3808---专车到京里　　 ---啭 
3809---专人负责　　 ---债 
3810---砖　　 ---城 
3811---转过山头，隐隐见松林一片　　 ---彗 
3812---转业到厂　　 ---严 
3813---转业之前　　 ---亦 
3814---庄稼离不开太阳　　 ---香 
3815---庄稼一片黄　　 ---锈 
3816---庄里来了两个人　　 ---座 
3817---庄前村后人成双　　 ---俯 
3818---追根寻底　　 ---过 
3819---啄木鸟　　 ---蚀 
3820---子分居兮叹离别，重团聚兮意急切　　 ---亟 
3821---子随我后　　 ---鼯 
3822---子牙垂钓，苏武放牧　　 ---鲜 
3823---子牙垂钓，苏武放牧　　 ---鲜 
3824---子牙在上，子胥在下　　 ---赏 
3825---子夜危险　　 ---鼹 
3826---子曰　　 ---充 
3827---自成一格　　 ---斜 
3828---自动变化　　 ---百 
3829---自古离别惹相思　　 ---喜 
3830---自古两岸必一统　　 ---憩 
3831---自古周心结白头　　 ---憩 
3832---自行联合　　 ---起 
3833---自街中走向家中　　 ---闺 
3834---自居汉中　　 ---溆 
3835---自留地　　 ---畲 
3836---自求进步　　 ---衙 
3837---自上而下团结一心　　 ---恤 
3838---自始至终关心人　　 ---恁 
3839---自始至终在一起　　 ---壬 
3840---自述　　 ---语 
3841---自小在一起，目前少联系　　 ---省 
3842---自有秋色伴西楼　　 ---镍 
3843---自作一字用离合　　 ---百 
3844---字到前头却普通　　 ---晋 
3845---总有一天出头日　　 ---春 
3846---总有一天会明白　　 ---尧 
3847---纵横谈　　 ---计 
3848---纵论横生　　 ---计 
3849---走麦城　　 ---翠 
3850---足下倒钩，底线传中，进球　　 ---蛋 
3851---嘴　　 ---唧 
3852---罪该斩首　　 ---非 
3853---醉翁之意不在酒　　 ---汕 
3854---昨日不可留　　 ---乍 
3855---左看矮脚虎，右看陈玉成　　 ---瑛 
3856---左看掌法纲，右看结成双　　 ---树 
3857---左轮护盖　　 ---军 
3858---左牵黄右擎苍　　 ---鸬 
3859---左拾遗右补阙　　 ---裕 
3860---左右边锋紧密配合　　 ---逢 
3861---左右开弓中百分　　 ---弼 
3862---作品别具一格　　 ---吕 
3863---座无虚席　　 ---促 
